timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.088579345703125,-0.0388428312765434,-0.1040640394560992,0.1834510260343551,-0.0449822731316089,0.0032798605971038,0.0142245581373572
0.10863134765625,-0.0154329487903043,-0.045986236757785,-0.0038286183774471,-0.0270380638539791,0.0138315670192241,0.0195193234831094
0.12868359375,0.0823878123620524,-0.0209775407727807,-0.094829908773303,-0.0043396558612585,0.0343800112605094,0.0372998490929603
0.148735595703125,0.1123940243734046,-0.0723258890856057,-0.0367447995513677,-0.000348751200363,0.003850458189845,0.0504307299852371
0.16878759765625,0.1124905800830572,-0.0834347275990992,0.1693167022198438,-0.0078947190195322,-0.0157056711614131,0.0509224832057952
0.188839599609375,-0.0459139387065544,-0.0946297830913215,-0.0933756183117628,0.0150705939158797,0.0111226383596658,0.0367104858160018
0.208891357421875,-0.0297317789841443,-0.1575469886448234,0.0730225661128759,0.0076536862179636,0.0096338577568531,0.0359648168087005
0.228943359375,-0.053576143897511,-0.1539245603639632,0.104964349296689,0.0097774760797619,0.011336451396346,0.0257431305944919
0.24899560546875,-0.0403549894051626,-0.1053146240390837,0.0485655857264995,0.0201733205467462,0.0109816342592239,0.0223928969353437
0.269047607421875,0.0492955074362456,-0.0214781837712973,0.1789414396554231,0.0073781264945864,0.0236321203410625,0.0321942716836929
0.289099365234375,0.073516487109661,0.0009124386698007,0.1928980688154697,-0.0096589010208845,-0.0018503786996006,0.0401530750095844
0.3091513671875,0.0181228089287877,-0.0049392099678516,0.0362695832550525,-0.0099153313785791,-0.0090688914060592,0.0372809953987598
0.329203369140625,-0.0232512213258072,0.0115891693763434,-0.2464431965202093,0.0274365935474634,0.0066319140605628,0.0415384843945503
0.34925537109375,-0.1258822323041036,-0.0715069008529186,-0.1116080250948667,0.0469232313334941,0.0112592624500393,0.0316367633640766
0.369307373046875,-0.1116875931371003,-0.043817733612284,-0.0289250657111406,0.0423042699694633,0.0232225526124238,0.0156262777745723
0.389359375,-0.0529770820258185,-0.036409064790979,0.1799783814877271,0.0061289956793189,0.0036113951355218,0.0083186700940132
0.409411376953125,-0.0109350163165479,0.0298229643989354,0.2099590937316417,0.0005991579964756,0.0047733564861118,0.0025600469671189
0.42946337890625,0.063475935414806,0.0602927753340452,-0.0157844291090965,0.0164627060294151,0.0193477012217044,0.0210140384733676
0.449515380859375,0.0719165776323527,-0.0237804693643003,0.0136713824778795,0.0339892283082008,0.0063758278265595,0.0156946778297424
0.469567626953125,0.0074330726101994,-0.074982468008995,-0.0039075288325548,0.042395494878292,0.0102999964728951,0.0146560445427894
0.48962060546875,0.0205440081937238,-0.1283433982532471,0.0991372505784034,0.0463121868669986,0.0178689323365688,0.0038575329817831
0.509672607421875,-0.0418603889994323,-0.1666699140381068,0.1830640725433826,0.0254470519721508,0.0048271613195538,-0.0116764158010482
0.529724365234375,0.0350750762408599,-0.1148841241560876,0.2247393142342567,0.0107238329946994,0.0003242944367229,-0.0112231485545635
0.5497763671875,0.11502291157227,-0.0190253837917,-0.0325830036967992,0.0335273034870624,0.0150771848857402,0.002716289833188
0.569828369140625,0.1192974470863118,0.0571584958963096,-0.0873211405783891,0.02878849953413,0.0407031029462814,0.0128098260611295
0.58988037109375,0.0848996490525081,0.052346857830882,0.0965992565333843,0.035667285323143,-0.0005441294051706,0.0189232267439365
0.609932373046875,0.0176557028736919,0.1110191923562437,0.1443593710958957,0.0164573658257722,0.0048636100254952,0.0306134577840566
0.629984375,-0.0264590409237891,0.0961819809693843,0.092463179641962,0.0203764550387859,0.0228596217930316,0.0226645283401012
0.65003662109375,0.0480349129159003,0.1147664891257882,0.1973924576252698,0.0063548861071467,0.0073012481443583,0.0334733426570892
0.670088623046875,0.0445384125696495,0.112572997669503,0.2164163070470094,-0.0077465334907174,0.0124678164720535,0.0334362499415874
0.690140380859375,-0.0362783145507797,0.036275647669658,0.0583861379951238,-0.0058134268037974,0.0173917710781097,0.024714458733797
0.7101923828125,0.0183593576310202,0.0279515445038676,-0.0401718513906002,-0.0047013629227876,0.0137966908514499,0.0273446179926395
0.730244384765625,0.034222222271189,0.00193944362998,-0.0214595521360635,0.0054553826339542,0.0057097021490335,0.0257156360894441
0.75029638671875,-0.0447047455798834,-0.0213734812878072,0.0436538482874631,0.004136951174587,0.0070673795416951,0.0132202189415693
0.7703486328125,-0.120766606323421,-0.0406017672404646,0.1162766014277935,-0.007655250839889,0.0077788596972823,0.0003312807530164
0.790400634765625,-0.0346373789433389,0.0108619510803371,0.0757762487351894,0.0089097302407026,0.0167861729860305,0.0075527797453105
0.81045263671875,0.097705062350817,0.0866412685554474,-0.0346060339570045,0.0103442333638668,0.0248775780200958,0.021105894818902
0.83050537109375,0.0833840933904051,0.0548431316260248,0.0936146877646446,-0.0006358081009238,0.0091311810538172,0.0212436933070421
0.8505576171875,-0.0188977388240396,0.0324386998552829,0.2181394775778055,-0.0245066005736589,-0.0019592503085732,0.010346096009016
0.870609375,-0.0301581146374344,0.0274649300307035,0.1340384680896997,-0.0242354236543178,0.0065695266239345,0.0080224853008985
0.890661376953125,0.0178569245342165,0.0089228727765381,-0.0763712920188903,-0.0057616932317614,0.0062555009499192,0.0117528513073921
